pH_H2O,EC,P,N,K,Elev,OC,OC_log
7.69,11.91,54.7,1.5,305.8,181,13.9,2.7013612129514133
6.98,5.44,40.1,2.2,599.4,239,19.9,3.039749158970765
7.52,35.65,13.9,2.7,274.0,163,23.1,3.1822118404966093
7.85,10.66,46.7,1.6,209.0,177,11.2,2.501435951739211
6.67,12.52,79.0,1.6,383.7,180,14.6,2.747270914255491
5.02,19.08,44.2,0.7,154.5,259,5.6,1.8870696490323797
6.98,15.07,11.2,4.6,223.1,370,76.2,4.3463994570307305
6.11,7.68,30.9,1.3,111.3,275,10.3,2.424802725718295
7.16,16.64,20.9,1.3,154.0,261,10.5,2.4423470353692043
7.35,25.3,15.1,2.8,77.2,241,29.6,3.4210000089583352
6.81,16.09,41.6,1.2,184.7,313,9.3,2.33214389523559
6.06,11.04,53.2,1.0,100.6,272,7.8,2.174751721484161
6.2,22.47,20.2,7.1,120.4,218,63.7,4.169761201506855
6.83,8.68,28.4,2.0,197.9,208,17.6,2.9231615807191558
5.91,4.05,35.6,1.3,104.9,258,9.1,2.312535423847214
7.19,24.7,55.9,2.8,228.7,397,25.7,3.2846635654062037
6.0,7.62,47.9,1.3,123.9,299,8.7,2.272125885509337
8.03,14.79,37.3,1.5,291.1,309,8.7,2.272125885509337
6.35,13.28,42.3,1.1,210.3,299,8.9,2.2925347571405443
6.0,5.03,34.7,0.8,73.6,228,6.0,1.9459101490553132
7.96,11.94,10.0,1.5,178.2,527,12.7,2.617395832834079
5.46,6.8,19.0,1.9,125.0,485,19.4,3.0155349008501706
7.87,17.95,14.7,1.8,168.0,429,9.6,2.3608540011180215
6.12,6.23,13.4,1.0,83.3,390,8.7,2.272125885509337
6.18,8.86,14.3,6.5,181.8,243,60.6,4.120661870539474
5.7,14.16,32.1,4.1,117.4,236,36.4,3.6216707044204863
6.85,16.54,36.7,1.7,235.5,284,14.2,2.7212954278522306
6.87,7.16,47.0,1.3,127.8,262,10.8,2.468099531471619
4.77,7.01,58.1,2.0,106.4,330,22.0,3.1354942159291497
8.05,18.12,18.0,1.5,254.0,245,19.4,3.0155349008501706
5.84,11.42,29.9,1.4,52.6,327,11.5,2.5257286443082556
6.85,13.65,31.7,2.1,266.7,248,17.9,2.9391619220655967
7.25,14.45,23.3,16.5,382.9,988,166.7,5.122176668829163
7.66,19.89,12.0,3.8,294.5,1097,41.0,3.7376696182833684
7.19,15.51,19.8,1.1,212.6,1084,11.4,2.517696472610991
6.23,30.99,78.7,1.5,233.1,250,12.2,2.580216829592325
6.13,5.27,37.9,1.0,77.1,267,8.3,2.2300144001592104
6.9,23.69,29.1,1.9,190.9,262,15.8,2.8213788864092133
4.3,12.55,10.1,1.8,33.5,278,20.2,3.054001181677967
6.04,19.68,38.4,1.5,165.4,339,11.3,2.509599262378372
8.03,13.52,16.6,2.2,115.2,273,18.5,2.970414465569701
6.25,10.01,33.8,1.6,290.8,422,13.5,2.6741486494265287
7.99,13.09,21.7,1.8,96.7,273,18.6,2.975529566236472
6.65,12.87,39.8,2.4,257.0,539,21.9,3.131136910560194
6.25,12.03,13.7,3.6,166.3,1048,38.5,3.676300671907076
6.96,28.82,17.7,8.1,366.4,1273,91.3,4.525044141508807
7.13,26.5,15.2,5.2,203.0,1096,98.3,4.598145571051127
7.56,25.2,21.3,3.9,515.8,1079,39.8,3.708682081410116
5.59,35.2,89.8,19.2,377.4,1324,439.2,6.087229169092361
6.8,12.19,48.6,2.0,68.6,573,18.9,2.990719731730447
7.48,40.8,23.0,8.2,44.5,292,109.8,4.707726774313183
7.63,35.24,71.3,4.5,221.3,329,40.8,3.7328963395307104
7.41,19.58,11.6,4.0,229.1,908,55.3,4.030694535145645
6.05,42.07,27.6,14.3,164.6,385,160.4,5.083885755835849
8.13,21.08,40.8,1.7,338.1,374,15.5,2.803360380906535
7.17,83.84,27.9,13.3,134.8,437,134.6,4.909709375506295
6.23,14.62,25.8,2.8,214.4,741,32.0,3.4965075614664802
6.02,13.38,71.2,4.1,480.0,439,42.3,3.768152635008444
6.8,31.5,24.4,5.1,232.6,1274,129.3,4.869839484130799
7.07,19.21,27.3,11.7,335.4,1467,140.8,4.954417614098027
7.42,35.92,32.7,5.9,285.5,498,54.0,4.007333185232471
7.38,44.14,21.1,5.3,240.1,820,48.2,3.8958936234982624
7.2,41.1,32.2,9.7,350.5,1024,205.9,5.332235584751498
7.54,11.93,26.2,4.4,253.9,506,44.0,3.8066624897703196
7.22,93.71,20.7,10.7,138.1,863,110.9,4.71760561531788
7.64,20.82,39.0,4.8,486.5,830,43.2,3.7887247890836524
7.41,29.0,14.0,3.8,281.5,708,50.8,3.9473901492654373
8.1,18.57,17.6,1.5,60.7,246,17.5,2.917770732084279
6.3,11.65,21.4,3.8,64.6,502,34.3,3.563882963939251
6.81,34.3,15.9,7.3,129.9,774,126.6,4.848900370910689
7.61,22.22,12.8,3.4,135.2,313,29.1,3.40452517175483
6.3,26.9,18.3,9.7,196.5,1128,196.6,5.286244785313768
5.4,8.11,15.2,3.8,113.9,885,35.4,3.594568774642695
7.18,13.29,10.3,1.9,60.6,321,14.4,2.7343675094195836
6.18,9.7,10.2,2.9,95.2,335,26.0,3.295836866004329
7.32,42.42,30.2,5.5,355.0,619,44.6,3.8199077165203406
7.85,16.36,12.1,2.7,177.8,338,45.2,3.832979798087693
7.48,32.13,38.3,5.7,101.3,450,54.4,4.014579593753238
7.29,51.1,12.0,9.8,258.4,1119,94.7,4.5612182984589085
5.95,9.85,94.5,2.8,297.0,563,26.1,3.299533727885655
5.41,21.8,33.6,18.9,320.9,1023,426.5,6.0579542883768145
6.14,75.7,38.9,15.2,173.7,1135,259.1,5.5610661724546055
6.22,14.89,19.1,4.0,109.5,1124,36.9,3.634951112088381
4.71,13.71,19.6,4.5,140.1,1139,76.6,4.351567427189173
6.41,14.9,16.5,5.4,139.5,825,69.1,4.249922794040544
7.37,42.0,32.2,7.9,499.5,685,75.8,4.341204640153626
6.7,17.91,19.7,6.1,194.4,1182,66.0,4.204692619390966
7.38,24.58,13.0,6.1,98.4,284,60.8,4.123903364463645
6.99,18.06,41.1,11.3,434.4,905,111.0,4.718498871295094
6.38,10.89,13.7,4.8,103.9,1102,45.4,3.8372994592322094
7.23,22.38,34.6,2.9,131.0,589,26.6,3.3178157727231046
7.09,7.0,62.9,3.8,116.7,540,29.3,3.4111477125153233
6.79,8.54,24.0,3.3,138.6,639,32.3,3.505557396986398
6.38,17.28,14.9,3.8,101.0,362,30.7,3.456316680883235
5.26,6.63,45.5,3.0,226.7,871,26.7,3.3214324131932926
7.27,33.6,17.1,6.2,104.1,1457,87.1,4.478472532942134
5.57,9.38,44.3,3.4,109.9,890,29.2,3.407841924380824
4.8,10.94,17.0,4.0,106.2,966,45.5,3.8394523125933104
7.18,46.3,18.7,5.7,196.1,1524,57.7,4.072439726834051
5.31,42.6,33.2,5.9,210.7,1364,55.5,4.034240638152395
4.26,5.87,10.2,3.8,60.5,999,54.6,4.018183201256536
7.35,15.57,11.5,3.4,136.7,545,33.2,3.5322256440685598
5.05,15.32,18.8,2.8,72.3,1116,32.5,3.5115454388310208
7.43,16.7,43.1,2.7,125.5,584,26.3,3.3068867021909143
6.55,29.79,38.5,6.4,649.3,2108,62.6,4.152613470346076
5.7,16.27,12.7,5.2,198.5,1480,78.2,4.37197629882038
6.98,24.0,13.2,2.9,140.2,1549,47.4,3.879499813722586
7.21,26.71,15.4,4.5,81.6,1238,48.1,3.893859034800475
7.35,33.1,13.9,4.4,165.4,1233,103.0,4.6443908991413725
4.47,9.65,17.2,3.4,75.5,1420,68.8,4.2456340097683265
5.84,36.14,17.1,5.1,134.4,1121,37.9,3.6609942506244004
6.0,19.13,10.2,5.0,137.0,732,37.3,3.6454498961866
6.1,7.49,13.1,3.5,138.1,1594,31.1,3.4688560301359703
5.39,8.08,14.8,3.6,88.8,1687,53.1,3.9908341858524357
3.85,14.2,80.3,16.9,535.4,165,467.8,6.1501762382628025
3.6,18.48,85.7,11.5,267.3,194,450.4,6.112353864383436
8.12,18.82,21.2,1.9,117.4,102,17.9,2.9391619220655967
8.01,28.34,22.4,1.7,295.7,82,13.2,2.653241964607215
7.59,20.2,14.5,2.6,278.6,82,20.8,3.0819099697950434
8.04,16.86,29.2,1.4,391.9,166,15.0,2.772588722239781
8.01,15.42,18.4,1.2,315.3,199,34.5,3.56953269648137
7.66,25.48,14.3,2.5,163.1,86,24.8,3.250374491927572
8.39,19.67,13.4,1.0,180.1,130,8.1,2.2082744135228043
7.43,30.57,21.3,5.3,354.6,44,140.2,4.950177325059141
8.15,20.57,19.9,1.4,277.4,107,12.3,2.5877640352277083
8.35,10.3,14.7,0.6,95.9,148,11.2,2.501435951739211
3.7,10.13,13.9,4.0,150.1,168,75.0,4.330733340286331
7.16,24.7,12.4,3.8,149.9,284,44.8,3.824284091120139
8.06,13.44,21.4,1.0,214.7,455,5.6,1.8870696490323797
7.92,15.78,10.9,2.3,463.1,466,23.9,3.214867803470662
7.42,20.6,10.1,2.9,210.5,401,45.5,3.8394523125933104
7.57,23.4,13.9,4.6,549.9,1081,63.2,4.162003210695915
7.63,20.6,19.4,3.2,356.6,953,48.2,3.8958936234982624
7.04,23.6,16.3,6.7,301.5,582,119.3,4.789988622980633
7.22,21.4,11.5,5.6,212.3,1289,73.4,4.309455941839047
6.85,33.7,14.3,5.1,406.7,1349,67.7,4.229749199228304
7.53,23.06,12.3,3.9,319.5,895,37.4,3.648057459593681
8.12,19.45,13.2,1.9,482.0,343,15.0,2.772588722239781
8.06,14.81,17.8,1.5,493.9,187,16.5,2.8622008809294686
7.85,27.51,27.0,2.2,155.0,697,31.2,3.4719664525503626
7.35,43.45,15.7,5.4,161.0,954,49.6,3.92395157629342
7.6,37.13,11.6,5.0,118.1,1196,42.0,3.7612001156935624
7.41,22.2,11.0,4.5,140.5,994,76.4,4.3489867805956814
7.37,46.17,15.2,6.2,72.9,1036,55.7,4.037774210733707
7.41,22.5,20.6,8.3,494.7,1073,99.4,4.609162207257629
5.01,40.4,13.9,12.4,305.3,1133,268.9,5.598051520023959
6.79,12.67,14.8,1.7,319.9,60,15.3,2.791165107812717
7.13,44.0,12.6,7.9,330.2,1208,153.6,5.040841136153322
7.06,37.45,155.7,6.0,989.9,1068,59.1,4.096009841541162
6.81,26.5,17.1,6.1,455.5,721,119.4,4.79081953287472
5.86,8.73,12.5,2.3,103.0,1632,39.9,3.711130063048756
7.45,28.7,13.6,9.0,158.1,1147,146.1,4.991112627607392
7.21,20.9,18.3,4.7,223.7,1330,47.8,3.8877303128591016
7.18,23.4,14.9,5.1,307.1,1128,88.9,4.498697941477575
6.14,35.72,111.1,3.4,1004.0,209,32.1,3.4995332823830174
6.26,11.06,10.2,1.8,143.4,59,17.6,2.9231615807191558
6.88,10.28,11.4,1.6,175.3,69,14.5,2.740840023925201
7.03,20.1,14.3,6.7,349.0,254,99.9,4.6141299273595635
4.62,51.2,18.2,13.9,216.6,672,235.3,5.465102184192863
7.47,37.21,10.5,3.6,326.0,112,93.9,4.552823705615882
6.43,35.43,16.3,3.5,347.2,654,36.3,3.6189933266497696
7.52,43.37,198.1,2.8,529.6,43,42.2,3.765840495250065
5.53,9.07,12.8,2.4,42.0,181,22.5,3.1570004211501135
5.98,8.55,12.6,3.5,90.9,177,35.4,3.594568774642695
5.7,43.55,13.2,3.7,97.1,251,34.5,3.56953269648137
6.01,16.14,16.1,4.7,197.2,161,48.7,3.906004933102583
4.64,17.81,11.7,3.3,127.1,275,36.6,3.6270040503958487
7.34,33.07,27.4,2.3,123.4,177,22.2,3.1441522786722644
6.29,28.83,15.4,6.7,166.0,214,66.6,4.213607983048918
7.24,27.0,10.5,5.6,206.9,333,71.9,4.289088639014612
7.05,45.3,9.0,5.8,591.0,431,71.8,4.28771595520264
7.59,14.47,18.6,2.5,134.1,142,23.7,3.2068032436339315
4.77,8.53,27.7,3.4,99.8,181,39.9,3.711130063048756
5.59,13.35,38.6,3.9,148.4,189,42.7,3.7773481021015445
6.22,45.0,10.1,6.3,52.0,186,55.5,4.034240638152395
7.12,22.9,13.6,5.6,154.8,142,59.6,4.104294893075269
6.68,8.05,47.5,1.3,181.4,178,10.3,2.424802725718295
4.67,5.64,13.6,1.4,57.6,213,16.6,2.8678989020441064
5.72,10.68,22.4,1.5,125.8,173,12.7,2.617395832834079
7.21,13.81,18.0,1.6,50.1,173,13.6,2.681021528714291
6.03,8.84,43.2,1.2,219.0,155,9.7,2.3702437414678603
6.52,9.37,98.4,1.3,262.0,138,11.5,2.5257286443082556
5.24,10.88,35.9,1.3,167.0,145,12.2,2.580216829592325
6.08,5.07,92.4,1.0,248.7,138,8.1,2.2082744135228043
6.69,14.13,61.9,1.4,230.0,174,12.3,2.5877640352277083
5.68,6.8,33.5,1.6,205.0,156,12.3,2.5877640352277083
6.76,12.66,25.1,1.8,198.7,91,17.2,2.9014215940827497
7.54,14.02,75.8,1.3,223.5,136,11.1,2.4932054526026954
5.43,4.85,62.2,1.2,108.3,134,10.3,2.424802725718295
7.59,17.46,27.9,1.7,184.4,132,14.9,2.766319109226186
7.96,19.69,14.7,1.6,169.8,131,17.3,2.9069010598473755
8.34,19.81,14.0,1.8,207.8,96,25.0,3.258096538021482
8.16,16.07,25.7,2.4,149.4,98,27.1,3.3357695763397
8.05,14.04,29.7,1.3,78.4,102,15.0,2.772588722239781
7.5,67.39,43.0,1.3,432.3,106,6.6,2.028148247292285
7.89,17.03,18.9,2.0,221.0,124,21.1,3.095577608523707
8.08,12.14,22.2,1.2,158.1,162,10.1,2.4069451083182885
6.32,8.52,12.2,1.7,204.8,158,17.2,2.9014215940827497
7.76,8.09,34.9,1.7,182.6,147,17.9,2.9391619220655967
8.14,15.36,22.7,1.3,119.7,136,13.5,2.6741486494265287
7.64,17.31,15.9,1.2,147.7,10178,11.2,2.501435951739211
6.73,5.24,12.2,0.4,92.7,138,3.4,1.4816045409242156
8.0,18.33,11.4,1.7,190.6,121,18.7,2.9806186357439426
7.08,6.54,14.9,0.4,107.4,118,3.1,1.410986973710262
8.03,18.73,10.9,2.3,342.2,99,28.7,3.391147045808654
7.86,18.61,20.3,1.5,240.6,96,12.1,2.5726122302071057
7.65,21.0,78.1,3.3,222.0,96,37.0,3.6375861597263857
7.86,18.21,11.8,1.9,237.1,90,18.0,2.9444389791664403
4.2,14.45,31.3,6.4,208.2,62,177.1,5.182345190295616
6.61,7.91,42.2,1.0,135.6,10191,8.1,2.2082744135228043
7.19,8.39,35.7,1.4,239.3,171,13.0,2.6390573296152584
5.58,11.42,19.4,1.8,90.4,173,16.8,2.8791984572980396
6.88,20.6,17.4,12.6,429.3,126,117.1,4.771531723203316
5.92,4.37,53.2,0.8,117.5,189,7.8,2.174751721484161
7.72,36.2,152.4,4.2,711.1,260,44.3,3.8133070324889884
7.8,18.88,63.5,2.4,427.2,158,42.8,3.7796338173824005
5.99,3.46,16.4,0.8,88.4,229,6.1,1.9600947840472698
8.17,17.6,23.6,2.0,350.6,135,20.1,3.0492730404820207
8.12,20.99,22.2,2.3,350.1,193,22.9,3.173878458937465
8.12,14.23,26.8,2.4,241.3,146,24.8,3.250374491927572
8.15,18.13,15.7,1.5,213.9,152,16.4,2.856470206220483
7.3,14.12,20.8,2.7,179.2,154,30.4,3.4468078929142076
7.65,23.6,11.1,6.6,116.7,99,70.5,4.269697449699962
6.81,9.17,86.8,1.1,186.8,110,11.0,2.4849066497880004
8.1,17.36,17.8,1.6,192.9,115,16.3,2.8507065015037334
8.23,21.57,25.1,2.1,232.4,136,26.1,3.299533727885655
8.08,15.53,13.1,3.3,132.5,110,33.4,3.5380565643793527
8.16,16.48,12.9,1.5,214.5,117,16.4,2.856470206220483
4.27,11.05,15.1,2.0,70.9,225,23.8,3.2108436531709366
4.2,13.4,29.9,3.4,120.4,249,49.6,3.92395157629342
6.54,6.36,17.2,1.4,174.1,261,13.5,2.6741486494265287
7.89,23.01,25.0,1.4,213.7,247,11.3,2.509599262378372
7.12,13.1,16.1,1.9,240.6,204,17.8,2.9338568698359038
6.63,18.79,92.7,1.8,331.6,198,14.7,2.7536607123542622
6.69,10.57,49.6,1.3,184.3,255,11.1,2.4932054526026954
6.19,6.39,28.5,1.7,233.3,189,14.8,2.760009940032921
5.92,4.79,12.0,1.3,150.3,261,11.2,2.501435951739211
6.34,4.29,18.0,1.1,98.4,239,8.6,2.2617630984737906
7.5,7.74,36.6,2.0,230.7,10206,18.4,2.9652730660692823
6.58,4.95,30.1,1.2,112.2,10159,11.0,2.4849066497880004
5.24,9.16,12.1,1.2,96.0,240,10.2,2.4159137783010487
5.69,9.1,17.5,1.3,98.4,152,11.4,2.517696472610991
5.81,8.94,61.7,1.5,349.5,170,11.6,2.533696813957432
4.38,14.67,23.9,0.3,84.1,204,2.3,1.1939224684724346
4.01,13.85,47.9,6.1,87.4,238,98.9,4.604169685654508
4.31,14.34,23.9,5.0,138.7,152,59.9,4.109233174715851
6.42,5.97,16.8,1.4,169.9,211,11.0,2.4849066497880004
6.76,14.94,19.8,3.1,249.4,197,35.6,3.6000482404073204
6.85,9.12,72.9,3.2,234.5,120,30.0,3.4339872044851463
6.94,10.8,15.0,1.2,184.1,151,12.0,2.5649493574615367
7.89,22.3,31.7,2.6,295.4,123,27.0,3.332204510175204
5.81,6.25,26.7,1.0,131.1,226,8.8,2.2823823856765264
7.48,18.96,13.0,3.8,520.0,124,40.3,3.720862499966987
6.7,7.64,17.2,1.6,129.7,181,13.7,2.6878474937846906
6.92,8.76,12.4,1.7,138.1,125,15.5,2.803360380906535
6.88,9.15,33.4,2.2,278.4,120,22.4,3.152736022363656
7.19,29.1,16.3,4.6,205.2,136,44.0,3.8066624897703196
6.81,9.43,24.6,2.7,442.6,245,26.5,3.3141860046725258
5.97,10.76,44.3,1.3,211.8,139,9.7,2.3702437414678603
7.17,16.12,22.9,0.8,223.4,154,7.0,2.0794415416798357
7.47,13.01,43.1,1.9,209.1,138,15.1,2.7788192719904172
7.21,58.7,11.8,10.2,136.2,122,125.4,4.839451481712757
7.07,30.2,16.3,7.7,82.4,70,72.6,4.298645025734831
6.57,13.65,119.1,2.6,486.0,119,26.2,3.3032169733019514
7.23,9.3,15.9,1.7,123.8,119,15.5,2.803360380906535
7.93,21.75,18.6,2.2,416.6,117,31.2,3.4719664525503626
7.62,19.25,25.8,1.8,120.0,124,28.3,3.3775875160230218
5.98,2.69,22.9,0.8,121.3,138,9.4,2.341805806147327
7.92,21.07,140.6,1.6,433.8,121,20.7,3.077312260546414
8.22,21.0,16.9,2.6,247.9,124,25.7,3.2846635654062037
7.92,22.37,16.0,2.5,357.3,127,23.6,3.202746442938317
7.18,11.0,24.2,2.0,89.2,115,16.7,2.8735646395797834
5.1,5.08,21.8,0.8,37.6,155,8.3,2.2300144001592104
4.91,3.94,21.6,0.7,32.0,151,5.1,1.8082887711792655
6.83,5.35,28.6,0.8,120.8,164,5.6,1.8870696490323797
6.16,4.46,33.4,1.1,148.0,128,9.8,2.379546134130174
7.98,13.17,14.6,1.2,114.6,129,10.6,2.451005098112319
6.41,7.3,11.2,1.3,142.9,139,9.9,2.388762789235098
6.21,3.25,13.3,0.7,59.1,132,6.2,1.9740810260220096
7.16,7.2,10.7,1.4,201.0,10159,11.1,2.4932054526026954
5.23,3.54,51.5,1.0,44.6,181,9.2,2.322387720290225
7.37,19.54,27.6,2.6,306.7,10195,25.7,3.2846635654062037
6.41,12.63,26.6,3.2,247.2,132,35.3,3.591817741270805
6.43,4.6,42.0,1.1,147.2,122,8.7,2.272125885509337
6.92,12.15,48.9,1.7,256.8,111,14.3,2.72785282839839
7.25,7.33,13.2,1.4,173.1,178,12.1,2.5726122302071057
7.92,11.07,13.0,1.2,121.9,197,11.2,2.501435951739211
8.25,13.55,48.9,1.4,190.3,148,13.4,2.667228206581955
7.37,5.88,12.4,1.5,155.8,140,12.6,2.6100697927420065
6.93,5.51,14.9,1.2,133.2,148,9.7,2.3702437414678603
5.93,13.29,15.9,2.8,194.6,144,27.3,3.342861804649192
8.28,15.95,14.4,1.3,167.0,10194,10.5,2.4423470353692043
8.14,16.2,35.1,2.0,98.2,92,22.6,3.1612467120315646
5.23,7.63,15.1,2.3,104.7,149,22.8,3.169685580677429
6.98,6.13,39.5,1.6,161.6,105,13.5,2.6741486494265287
5.61,5.97,30.7,1.3,118.3,97,10.3,2.424802725718295
7.5,16.77,34.1,2.4,219.4,156,24.4,3.2347491740244907
7.28,10.26,35.0,1.3,187.6,229,10.2,2.4159137783010487
7.59,18.7,30.6,1.7,315.5,91,17.1,2.89591193827178
6.94,6.46,10.8,1.3,148.4,171,11.9,2.5572273113676265
7.92,16.1,54.9,1.8,419.2,128,15.8,2.8213788864092133
8.21,15.52,12.4,2.0,186.3,155,24.3,3.2308043957334744
6.81,10.25,94.7,1.7,332.4,101,15.9,2.8273136219290276
8.24,22.39,14.6,1.3,109.9,10175,19.1,3.0007198150650303
7.61,16.9,75.9,2.4,319.1,94,22.1,3.139832617527748
7.41,23.4,10.0,4.2,358.5,96,55.2,4.028916756899646
7.85,18.06,11.8,1.3,275.0,10134,11.8,2.5494451709255714
6.56,8.77,24.1,0.7,114.8,10137,6.4,2.0014800002101243
8.23,16.05,35.1,1.4,322.2,178,15.7,2.8154087194227095
7.85,18.99,11.1,2.7,161.7,89,33.4,3.5380565643793527
7.91,32.1,27.6,2.0,278.9,10145,28.0,3.367295829986474
7.08,42.8,24.8,6.9,293.1,89,90.1,4.511957804265912
8.15,22.12,19.6,2.5,491.7,94,30.6,3.4531571205928664
6.37,7.41,18.3,1.3,199.2,123,11.4,2.517696472610991
5.98,7.86,22.6,1.1,166.3,120,9.5,2.3513752571634776
7.2,15.74,22.0,1.6,207.7,98,14.9,2.766319109226186
6.98,19.77,41.2,2.4,591.2,125,23.8,3.2108436531709366
6.42,5.41,25.8,0.6,243.2,87,5.4,1.8562979903656263
6.93,11.78,22.3,1.9,269.2,80,20.7,3.077312260546414
6.85,9.6,63.6,2.1,300.8,64,24.3,3.2308043957334744
6.82,6.59,15.3,1.7,209.6,124,17.8,2.9338568698359038
6.75,6.89,39.4,2.0,336.4,39,20.7,3.077312260546414
6.03,5.88,66.1,1.6,201.5,143,14.0,2.70805020110221
6.38,14.71,24.2,1.9,253.6,157,19.5,3.0204248861443626
4.03,11.18,82.3,2.8,106.8,635,33.3,3.535145354171894
6.68,6.7,42.0,2.0,392.0,130,22.6,3.1612467120315646
8.07,28.4,15.3,2.0,274.8,117,20.6,3.0726933146901194
6.78,14.93,17.5,4.5,208.3,91,51.9,3.9684033388642534
6.72,4.11,16.2,0.5,128.3,52,4.8,1.7578579175523736
7.57,10.34,18.1,2.1,208.6,116,17.9,2.9391619220655967
6.28,6.54,19.2,1.9,236.8,131,21.5,3.1135153092103742
7.99,22.42,41.1,2.1,679.4,153,18.6,2.975529566236472
5.57,13.38,38.5,5.3,257.2,96,58.8,4.091005660956586
6.55,12.49,39.1,2.2,221.6,78,19.5,3.0204248861443626
6.61,9.17,26.2,2.9,310.0,10138,29.5,3.417726683613366
5.27,21.1,17.0,5.5,361.1,97,58.7,4.089332020398556
6.67,7.83,16.0,2.0,212.0,90,17.5,2.917770732084279
6.55,13.99,22.9,2.2,179.0,65,22.7,3.1654750481410856
6.69,10.58,10.3,2.4,215.0,107,26.3,3.3068867021909143
8.07,16.39,18.8,2.4,324.4,49,27.1,3.3357695763397
7.11,14.62,10.5,1.9,301.6,53,16.5,2.8622008809294686
7.32,12.55,25.1,2.4,507.5,86,27.1,3.3357695763397
7.89,14.82,27.9,1.8,489.9,43,19.0,2.995732273553991
6.78,9.51,26.1,2.5,335.2,81,23.3,3.190476350346503
7.07,11.47,66.3,3.2,609.4,80,32.8,3.520460802488973
7.02,12.52,40.4,2.8,546.2,79,29.4,3.414442608412176
6.22,8.09,77.6,2.2,381.6,79,18.3,2.9601050959108397
6.77,8.0,10.8,2.1,227.9,82,19.4,3.0155349008501706
7.81,14.86,42.3,2.2,400.4,85,22.4,3.152736022363656
7.12,5.74,17.2,1.5,161.9,41,14.6,2.747270914255491
7.42,11.94,33.1,1.7,401.4,83,16.5,2.8622008809294686
6.67,24.3,23.9,2.0,297.8,93,20.2,3.054001181677967
5.99,25.03,22.1,3.2,310.6,40,27.3,3.342861804649192
7.73,16.86,31.6,2.1,492.0,85,18.6,2.975529566236472
6.86,8.67,31.4,3.4,545.1,79,32.8,3.520460802488973
5.87,4.95,15.3,3.4,165.5,42,37.1,3.6402142821326553
6.19,7.16,10.3,2.7,248.6,59,29.8,3.427514689979529
6.98,10.58,11.2,2.9,236.8,47,34.7,3.5751506887855933
6.74,11.03,84.5,2.6,487.4,37,27.7,3.3568971227655755
8.2,17.37,12.8,2.1,259.6,48,23.5,3.1986731175506815
8.01,14.26,48.8,2.7,274.1,88,26.7,3.3214324131932926
6.97,5.46,14.0,2.5,304.0,47,26.0,3.295836866004329
8.21,19.3,20.9,1.9,546.3,48,17.4,2.91235066461494
5.89,8.38,54.9,2.1,380.4,43,19.9,3.039749158970765
7.76,11.72,38.3,2.5,394.3,46,25.7,3.2846635654062037
6.48,11.32,14.0,3.0,134.5,10088,30.2,3.4404180948154366
8.05,17.43,36.4,2.4,703.4,22,23.6,3.202746442938317
7.44,12.35,41.8,2.6,653.1,58,26.9,3.32862668882732
8.32,16.45,25.8,2.1,215.0,42,21.6,3.1179499062782403
6.22,3.99,12.4,1.3,174.0,10105,11.5,2.5257286443082556
6.92,13.78,49.4,4.4,386.1,44,45.3,3.835141961092188
6.92,11.59,21.7,2.0,295.7,10099,20.2,3.054001181677967
6.17,7.15,21.2,1.9,242.2,68,19.3,3.0106208860477417
4.6,9.81,22.3,1.8,160.1,66,16.5,2.8622008809294686
6.15,7.17,14.5,1.8,101.1,94,16.7,2.8735646395797834
4.5,4.54,14.0,0.9,86.1,110,9.0,2.302585092994046
7.0,16.01,23.2,2.7,410.1,51,26.2,3.3032169733019514
6.68,7.54,18.2,1.0,169.8,70,10.7,2.4595888418037104
6.61,6.81,12.8,2.4,227.4,85,21.6,3.1179499062782403
5.64,10.07,32.2,2.5,88.2,50,25.5,3.2771447329921766
7.37,11.64,11.6,1.8,531.8,10135,17.1,2.89591193827178
6.87,15.37,30.9,2.4,370.7,97,24.4,3.2347491740244907
5.55,1.99,12.8,0.7,37.7,97,5.5,1.8718021769015913
6.53,5.16,23.3,0.9,233.5,76,8.5,2.2512917986064953
5.55,2.38,11.4,0.5,24.6,69,4.0,1.6094379124341003
5.39,16.45,32.7,3.9,389.6,57,41.0,3.7376696182833684
6.49,7.28,31.2,2.6,432.7,53,23.5,3.1986731175506815
6.46,4.33,10.0,1.1,136.8,95,9.7,2.3702437414678603
7.55,30.2,28.6,2.4,199.9,10126,25.3,3.269568939183719
6.02,9.73,22.3,1.6,229.0,116,15.3,2.791165107812717
6.96,7.83,12.7,1.4,208.7,62,13.0,2.6390573296152584
8.15,23.05,17.8,2.6,125.9,49,26.7,3.3214324131932926
4.96,6.06,29.5,1.1,106.1,10102,7.7,2.163323025660538
4.53,5.48,17.9,1.4,60.9,121,15.3,2.791165107812717
4.52,5.47,18.9,0.8,68.9,45,6.6,2.028148247292285
5.41,3.15,54.0,0.7,128.3,105,6.1,1.9600947840472698
7.35,19.41,28.7,3.4,392.9,63,36.2,3.616308761279101
4.82,4.89,39.0,0.7,116.6,102,5.3,1.840549633397487
7.25,14.29,23.4,3.1,320.4,41,30.7,3.456316680883235
6.11,11.07,36.5,2.2,174.7,70,18.2,2.954910279033736
4.81,3.92,13.2,0.7,35.5,-48,6.8,2.0541237336955462
6.67,8.44,19.6,1.6,136.0,68,14.5,2.740840023925201
5.53,13.27,18.2,7.3,391.0,71,73.4,4.309455941839047
